"","date","technology_shock"
"152",1988-10-01,-0.620222927636204
"153",1989-01-01,-0.0797602864886297
"154",1989-04-01,0.55629637214314
"155",1989-07-01,0.151877833936815
"156",1989-10-01,-0.587982462357074
"157",1990-01-01,0.0239720150328875
"158",1990-04-01,0.565610828434991
"159",1990-07-01,-0.204650995776253
"160",1990-10-01,-0.506813108956642
"161",1991-01-01,0.752699949683784
"162",1991-04-01,-0.0152773222507113
"163",1991-07-01,0.330171590987827
"164",1991-10-01,1.447733050483
"165",1992-01-01,0.216758740209375
"166",1992-04-01,0.448938982920927
"167",1992-07-01,-0.203472561684993
"168",1992-10-01,-0.38471309456975
"169",1993-01-01,-0.990046135050447
"170",1993-04-01,-0.238363449338941
"171",1993-07-01,-0.294002134107297
"172",1993-10-01,-0.201307445906102
"173",1994-01-01,-0.554321477904732
"174",1994-04-01,-0.899970725826121
"175",1994-07-01,0.176068011355041
"176",1994-10-01,-0.0515822716518534
"177",1995-01-01,0.20954400892452
"178",1995-04-01,-0.476221439569341
"179",1995-07-01,-0.022307113139675
"180",1995-10-01,0.117221833765015
"181",1996-01-01,0.127503243580332
"182",1996-04-01,0.196527138232705
"183",1996-07-01,-0.657260512215958
"184",1996-10-01,-0.617362110906735
"185",1997-01-01,1.1639202641404
"186",1997-04-01,0.141256616545813
"187",1997-07-01,0.282287438309693
"188",1997-10-01,0.647688535588873
"189",1998-01-01,0.28783218792137
"190",1998-04-01,0.22557553044603
"191",1998-07-01,0.305918457089699
"192",1998-10-01,0.820870841489514
"193",1999-01-01,0.300859971283455
"194",1999-04-01,0.260886432779491
"195",1999-07-01,0.427227498713075
"196",1999-10-01,-0.392391920107455
"197",2000-01-01,0.659155197763887
"198",2000-04-01,0.555484606913671
"199",2000-07-01,0.562572965102803
"200",2000-10-01,-0.409379399808852
"201",2001-01-01,0.779929947301966
"202",2001-04-01,1.05215468288189
"203",2001-07-01,0.846841078875082
"204",2001-10-01,1.12909409205298
"205",2002-01-01,-0.0120217222771069
"206",2002-04-01,-0.126641894137895
"207",2002-07-01,-0.370479702846384
"208",2002-10-01,0.400048070775412
"209",2003-01-01,0.916414681127571
"210",2003-04-01,0.517424068404001
"211",2003-07-01,0.362391971058573
"212",2003-10-01,-0.388327734166029
"213",2004-01-01,0.280155406574393
"214",2004-04-01,0.550408963939403
"215",2004-07-01,-0.307682694239065
"216",2004-10-01,0.261373943181563
"217",2005-01-01,-0.00221123507792891
"218",2005-04-01,-0.273466151442818
"219",2005-07-01,-0.0889058347370412
"220",2005-10-01,-0.0356636324881204
"221",2006-01-01,-0.357117996688333
"222",2006-04-01,-0.163964468483425
"223",2006-07-01,0.596034147125639
"224",2006-10-01,-0.857428963204003
"225",2007-01-01,-0.101908772532563
"226",2007-04-01,0.505980073935467
"227",2007-07-01,0.946560341697217
"228",2007-10-01,-0.232782681257589
"229",2008-01-01,0.0470897179083987
"230",2008-04-01,-0.293394957318446
"231",2008-07-01,0.879708084506238
"232",2008-10-01,1.45429495393407
"233",2009-01-01,1.74635560997529
"234",2009-04-01,-0.000834676553191689
"235",2009-07-01,-0.532481805982062
"236",2009-10-01,-0.301573137855802
"237",2010-01-01,-0.619025599011628
"238",2010-04-01,0.418374298768106
"239",2010-07-01,-0.52079904188736
"240",2010-10-01,-0.494716630995866
"241",2011-01-01,-1.04699682803213
"242",2011-04-01,-0.342563514377147
"243",2011-07-01,0.433327001779658
"244",2011-10-01,-0.938958911763541
"245",2012-01-01,0.282186883431066
"246",2012-04-01,-0.810138885680828
"247",2012-07-01,-0.461991307749727
"248",2012-10-01,-0.127681089195245
"249",2013-01-01,-0.0252998490201262
"250",2013-04-01,-0.683217148218472
"251",2013-07-01,0.00275922341330907
"252",2013-10-01,-0.378680091686265
"253",2014-01-01,-0.753821841424289
